"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,082817JG0929,,1250,"HTPP 2in Sq;Width:15.00 FT; Length: 15.00 FT; Mesh Color: Black;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",1,"Set up and Other Overhead Costs",SETU,0.25,0.25,HR,999,SETU,1.33333,1.33333,,000,181,181,,,
,082817JG0929,,1250,"HTPP 2in Sq;Width:15.00 FT; Length: 15.00 FT; Mesh Color: Black;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",1,"DNR900 Black 1/4in Polyester K",RPY14BKFR,225,225,SF,100,CUTS,0.08,0.08,,000,181,181,,,
,082817JG0929,,1250,"HTPP 2in Sq;Width:15.00 FT; Length: 15.00 FT; Mesh Color: Black;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",1,"HTPP 1/4in x 1200ft  3 Strand",RHT3S025BK,60,60,FT,220,MLGO,0.3,0.3,,000,181,000,,,
,082817JG0929,,1250,"HTPP 2in Sq;Width:15.00 FT; Length: 15.00 FT; Mesh Color: Black;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",1,"1250BK HTPP Black 2in Sq",209-045-06,225,225,SF,100,CUTS,0.10345,0.10345,,000,181,000,,,
,082817JG0929,,1250,"HTPP 2in Sq;Width:15.00 FT; Length: 15.00 FT; Mesh Color: Black;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",1,"Dyneema Braid 3/8in x 600ft Silver Grey",RDNB037SI,60,60,FT,239,WEAV,0.42857,0.42857,,000,181,000,,,
