"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,22.676,22.676,M,140,CUTP,0,0,,000,181,181,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,21.285,21.285,M,140,CUTP,0,0,,000,181,181,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Aluminum Knot-Ball 18mm 400/box",H444-18-VP,180,180,EA,299,FRP8,0,0,,000,181,181,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,18,18,EA,299,FRP7,0,0,,000,181,181,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H438-18-VPS,18,18,EA,299,FRP6,0,0,,000,181,181,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H438-18-VPS,18,18,EA,299,FRP6,0,0,,000,181,181,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Clevis/Fork Termination w/ M10 Pin",AL6061F-18,10,10,EA,299,FRP5,0,0,,000,181,000,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,18,18,EA,299,FRP7,0,0,,000,181,181,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Clevis/Fork Termination w/ M10 Pin",AL6061F-18,10,10,EA,299,FRP5,0,0,,000,181,000,,,
,071417JR1435,206375,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  69.83  FT;  Rope: 18mm Hercules Rope Black - Fiber Core  74.40  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,21.285,21.285,M,140,CUTP,0,0,,000,181,181,,,
