"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,071117JR1428,209643,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  8.78  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin; ",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,2.6767,2.6767,M,140,CUTP,0,0,,000,181,181,,,
,071117JR1428,209643,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  8.78  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin; ",1,"Term : Clevis/Fork Termination w/ M10 Pin",AL6061F-18,1,1,EA,299,FRP5,0,0,,000,181,000,,,
,071117JR1428,209643,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core  8.78  FT; Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin; ",1,"Term : Clevis/Fork Termination w/ M10 Pin",AL6061F-18,1,1,EA,299,FRP5,0,0,,000,181,000,,,
