"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes,"Ship Weight","Material Cost","Labor Cost"
,011518EM1918,,500,"HTPP 1.75in Sq;Width: 3.00 FT;Length: 8.00 FT;Color: White;Sewn Border: Twine 84 Polyester Black5lb Spool @ 1030ft;;;Addon: #2 Spur Eyelet & Washer Black Zinc",1,"24.00 SF PER NET; 500WH HTPP White 1.75in Sq",200-040-02,26.3942,26.3942,SF,100,CUTS,0.055,0.055,,181,181,181,,,,0.0175,999999999,999999999
,011518EM1918,,500,"HTPP 1.75in Sq;Width: 3.00 FT;Length: 8.00 FT;Color: White;Sewn Border: Twine 84 Polyester Black5lb Spool @ 1030ft;;;Addon: #2 Spur Eyelet & Washer Black Zinc",1,"22.00 FT PER NET; Twine 84 Polyester Black
5lb Spool @ 1030ft",TW84PYBK,22.66,22.66,FT,200,MSMO,0.10986,0.10986,,181,181,181,,,,0.0049,999999999,999999999
,011518EM1918,,500,"HTPP 1.75in Sq;Width: 3.00 FT;Length: 8.00 FT;Color: White;Sewn Border: Twine 84 Polyester Black5lb Spool @ 1030ft;;;Addon: #2 Spur Eyelet & Washer Black Zinc",1,"66.00 FT PER NET; BDZ 69 Polyester Black 1111 Bo",THPY69BK,0.05395,0.05395,LB,200,MSMO,0,0,,181,181,181,,,,0.958,999999999,999999999
,011518EM1918,,500,"HTPP 1.75in Sq;Width: 3.00 FT;Length: 8.00 FT;Color: White;Sewn Border: Twine 84 Polyester Black5lb Spool @ 1030ft;;;Addon: #2 Spur Eyelet & Washer Black Zinc",1,"22.00 FT PER NET; MFP Braid 3/8in x 1000ft Black",RMFPB037BK,22.66,22.66,FT,239,WEAV,0.49438,0.49438,,181,181,181,,,,0.027,999999999,999999999
,011518EM1918,,500,"HTPP 1.75in Sq;Width: 3.00 FT;Length: 8.00 FT;Color: White;Sewn Border: Twine 84 Polyester Black5lb Spool @ 1030ft;;;Addon: #2 Spur Eyelet & Washer Black Zinc",1,"Set up and Other Overhead Costs",SETU,0.25,0.25,HR,999,SETU,0.25,0.25,,181,181,181,,,,,999999999,999999999
