"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081017JM0931,,BNNET,"BayNets Safety System Net Panel Only; Pit Size: 11.00 FT x 6.00 FT ; Net Size 11.00 FT x    5.33 FT",1,"820BK HTPP Black 2.5in Sq (Length=   11.00 FT, Width=   5.33 FT, Area =    62.06 SF, Mesh Count=  56 x   27)",218-060-06,62.064,62.064,SF,050,CUTS,0.04533,0.04533,,000,181,000,,,
,081017JM0931,,BNNET,"BayNets Safety System Net Panel Only; Pit Size: 11.00 FT x 6.00 FT ; Net Size 11.00 FT x    5.33 FT",1,"Alum Ferrule 1/2in Soft Rope",AL1236,2,2,EA,050,FRP3,0.06667,0.06667,,000,181,181,,,
,081017JM0931,,BNNET,"BayNets Safety System Net Panel Only; Pit Size: 11.00 FT x 6.00 FT ; Net Size 11.00 FT x    5.33 FT",1,"HTPP ProManila 3 Strand 1/2in x 600ft BlackHTPP ProManila 3 Strand 1/2in",RPS3S050BK,33.99667,33.99667,FT,200,CWS,0.24283,0.24283,,000,181,181,,,
,081017JM0931,,BNNET,"BayNets Safety System Net Panel Only; Pit Size: 11.00 FT x 6.00 FT ; Net Size 11.00 FT x    5.33 FT",1,"Polyester Braid 1/4in x 1000ft BlackPolyester Braid 1/4in x 1000ft",RPYB025BK,32.66667,32.66667,FT,200,MLGO,0.16333,0.16333,,000,181,000,,,
,081017JM0931,,BNNET,"BayNets Safety System Net Panel Only; Pit Size: 11.00 FT x 6.00 FT ; Net Size 11.00 FT x    5.33 FT",1,"Hog Ring 1-1/2in Galvanized",HR112G,32,32,EA,050,HOGR,0.10667,0.10667,,000,181,181,,,
