"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes,"Ship Weight","Material Cost","Labor Cost"
,111417BH1538,,ROCBLOC-10K,"RocBloc Block Containment System - Design Load 10,000 lb; Size: 5.00 FT x 6.00 FT; Color: Black; Border: Webbing Polypropylene 3in Whit  With #2 Spur Long Barrel Eyelet & W",1,"820BK HTPP Black 2.5in Sq",218-060-06,30.9,30.9,SF,100,CUTS,0.02933,0.02933,,181,181,181,,,,0.052,999999999,999999999
,111417BH1538,,ROCBLOC-10K,"RocBloc Block Containment System - Design Load 10,000 lb; Size: 5.00 FT x 6.00 FT; Color: Black; Border: Webbing Polypropylene 3in Whit  With #2 Spur Long Barrel Eyelet & W",1,"DNR900 Polyester Knit Mesh 3/8",RPY38BKFR,30.9,30.9,SF,100,CUTS,0.02933,0.02933,,181,181,181,,,,0.0369,999999999,999999999
,111417BH1538,,ROCBLOC-10K,"RocBloc Block Containment System - Design Load 10,000 lb; Size: 5.00 FT x 6.00 FT; Color: Black; Border: Webbing Polypropylene 3in Whit  With #2 Spur Long Barrel Eyelet & W",1,"Webbing Polypropylene 2in Red",WPP200RD,6.6656,6.6656,FT,100,MSND,0.1375,0.1375,,181,181,000,,,,0.0375,999999999,999999999
,111417BH1538,,ROCBLOC-10K,"RocBloc Block Containment System - Design Load 10,000 lb; Size: 5.00 FT x 6.00 FT; Color: Black; Border: Webbing Polypropylene 3in Whit  With #2 Spur Long Barrel Eyelet & W",1,"Webbing Polypropylene 3in White",WPP300WH,22.66,22.66,FT,200,MDBL,0.1375,0.1375,,181,181,000,,,,0.0375,999999999,999999999
,111417BH1538,,ROCBLOC-10K,"RocBloc Block Containment System - Design Load 10,000 lb; Size: 5.00 FT x 6.00 FT; Color: Black; Border: Webbing Polypropylene 3in Whit  With #2 Spur Long Barrel Eyelet & W",1,"2 Spur Long Barrel Eyelet  Washer Nickel2 Spur Long Barrel Eyelet  W",GMT-SP2,16,16,EA,240,GRMT,0.275,0.275,,181,181,181,,,,0.006,999999999,999999999
,111417BH1538,,ROCBLOC-10K,"RocBloc Block Containment System - Design Load 10,000 lb; Size: 5.00 FT x 6.00 FT; Color: Black; Border: Webbing Polypropylene 3in Whit  With #2 Spur Long Barrel Eyelet & W",1,"BDZ 138 Polyester White 1111 B",THPY138WH,22.66,22.66,FT,567,SEWT,0.055,0.055,,181,181,000,,,,1,999999999,999999999
,111417BH1538,,ROCBLOC-10K,"RocBloc Block Containment System - Design Load 10,000 lb; Size: 5.00 FT x 6.00 FT; Color: Black; Border: Webbing Polypropylene 3in Whit  With #2 Spur Long Barrel Eyelet & W",1,"138 Polyester Bobbins",BBPY138UWH,1,1,EA,567,SEWT,0,0,,181,181,000,,,,,999999999,999999999
