"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,082117EM1320,,ROCBLOC-10K,"10K RocBloc; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Sand; ",1,"DNR900 Black 1/4in Polyester K",RPY14BKFR,25,25,SF,100,CUTS,0.02667,0.02667,,000,181,181,,,
,082117EM1320,,ROCBLOC-10K,"10K RocBloc; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Sand; ",1,"BDZ 138 Polyester White 1111 B",THPY138WH,20,20,FT,567,SEWT,0.05,0.05,,000,181,000,,,
,082117EM1320,,ROCBLOC-10K,"10K RocBloc; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Sand; ",1,"Webbing Polypropylene 3in Black",WPP300BK,20,20,FT,200,MDBL,0.125,0.125,,000,181,000,,,
,082117EM1320,,ROCBLOC-10K,"10K RocBloc; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Sand; ",1,"Webbing Polypropylene 2in Red",WPP200RD,9.9984,9.9984,FT,100,MSND,0.125,0.125,,000,181,181,,,
,082117EM1320,,ROCBLOC-10K,"10K RocBloc; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Sand; ",1,"2 Spur Long Barrel Eyelet  Washer Nickel2 Spur Long Barrel Eyelet  W",GMT-SP2,24,24,EA,240,GRMT,0.25,0.25,,000,181,000,,,
,082117EM1320,,ROCBLOC-10K,"10K RocBloc; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Sand; ",1,"820SD HTPP Sand 2.5in Sq",212-060-08,25,25,SF,100,CUTS,0.02667,0.02667,,000,181,000,,,
