"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,082817JG0940,,NF16mm,"16mm Netform;Rope: 16mm Hercules Rope Red;Mesh Size: N/A;  Term : Stainless Steel Bearing Adapter;Joint Color:Black",1,"16mm Hercules Rope Red",RNF16RD,40,40,M,140,CUTL,0.45,0.45,,000,181,181,,,
,082817JG0940,,NF16mm,"16mm Netform;Rope: 16mm Hercules Rope Red;Mesh Size: N/A;  Term : Stainless Steel Bearing Adapter;Joint Color:Black",1,"Term : Stainless Steel Bearing Adapter",H4603-10,40,40,EA,200,FRP3,0,0,,000,181,181,,,
