"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081517CC1650,spicy,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core;Mesh Size: N/A; ; ",1,"18mm Hercules Rope Blue - Fiber Core",RNF18BL-FC,288.756,288.756,M,140,CUTP,20.68333,20.68333,,000,181,000,,,
