"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",Quantity,UOM,Step,"Activity Code","Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080417JM1720,"Rocbloc Tag",ROCBLOC-10K,"10K RocBloc; Width:10.00 FT; Length: 20.00 FT; Mesh Color: Black; ",10,"Webbing Polypropylene 2in Red",WPP200RD,24.996,FT,100,MSND,0.375,,000,181,181,,,
,080417JM1720,"Rocbloc Tag",ROCBLOC-10K,"10K RocBloc; Width:10.00 FT; Length: 20.00 FT; Mesh Color: Black; ",10,"820BK HTPP Black 2.5in Sq",218-060-06,200,SF,100,CUTS,0.08,,000,181,000,,,
