"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",Quantity,UOM,Step,"Activity Code","Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080817BS0946,,500,"HTPP 1.75in Sq; Width:5.33 FT; Length: 9.17 FT; Mesh Color: Black;  Sewn Border: Twine 84 Polyester Black; ; ; ",3000,"Twine 84 Polyester Black
5lb Spool @ 1030ft",TW84PYBK,29,FT,200,MSMO,0.06444,,000,181,000,,,
,080817BS0946,,500,"HTPP 1.75in Sq; Width:5.33 FT; Length: 9.17 FT; Mesh Color: Black;  Sewn Border: Twine 84 Polyester Black; ; ; ",3000,"BDZ 69 Polyester Black 1111 Bo",THPY69BK,29,FT,567,SEWT,0.0725,,000,181,000,,,
,080817BS0946,,500,"HTPP 1.75in Sq; Width:5.33 FT; Length: 9.17 FT; Mesh Color: Black;  Sewn Border: Twine 84 Polyester Black; ; ; ",3000,"500BKFR HTPP Black 1.75in Sq FR
",200-040-06FR,48.8761,SF,100,CUTS,0.02489,,000,181,000,,,
