"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"820BK HTPP Black 2.5in Sq (Length=   14.00 FT, Width=   3.33 FT, Area =    50.27 SF, Mesh Count=  71 x   17)",218-060-06,50.272,50.272,SF,050,CUTS,0.048,0.048,,000,181,000,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"Alum Ferrule 1/2in Soft Rope",AL1236,2,2,EA,050,FRP3,0.06667,0.06667,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"HTPP ProManila 3 Strand 1/2in x 600ft BlackHTPP ProManila 3 Strand 1/2in",RPS3S050BK,35.99667,35.99667,FT,200,CWS,0.25712,0.25712,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"MFP Braid 1/4in x 1000ft Black",RPYB025BK,34.66667,34.66667,FT,050,MLGO,0.17333,0.17333,,000,181,000,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"Hog Ring 1-1/2in Galvanized",HR112G,33,33,EA,050,HOGR,0.11,0.11,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"1/2in x 2in x 3.25in Mild Steel with Two 3/8in x 2in Welded Threaded Rod
1/2in x 2in x 3.25in Mild Stee",BN-CABLUG-C,4,4,EA,899,PACK,0.06667,0.06667,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"3/8in x  16.0 ft Cable with thimbled eye/BN-CABLUG-C plate assy, braze other end $.36 / FT + $11.643/8in x 16.0 ft Cable",CAB38BNC,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"3/8 Cable Clamp",CC38G,6,6,EA,899,PACK,0.1,0.1,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"3/8 x 2.5 Eyebolt Galv Machined Shouldered Full Thread3/8 x 2.5 Eyebolt Galv Machine",EB382.5MSF,4,4,EA,899,PACK,0.06667,0.06667,,000,181,430,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"Epcon for Conrete BayNet Syste",EPCON,1,1,EA,899,PACK,0.01667,0.01667,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"7/16 Hammer Drill Bit",HDB716,1,1,EA,899,PACK,0.01667,0.01667,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"Quicklink 10mm ZP",QL10ZP,28,28,EA,899,PACK,0.46667,0.46667,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"Snap Hook 120mm ZP",SH120ZP,4,4,EA,899,PACK,0.06667,0.06667,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"1/2 x 6 Jaw  Eye Turnbuckle",TB126G,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"3/8 Galv Thimble",TM38G,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,081617EM0919,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 14.00 FT x 4.00 FT ; Net Size 14.00 FT x    3.33 FT",1,"Snap Hook 80mm ZP",SH080ZP,6,6,EA,899,PACK,0.1,0.1,,000,181,000,,,
