"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081517BS1649,boi,500,"HTPP 1.75in Sq; Width:5.00 FT; Length: 5.00 FT; Mesh Color: White; ; ; ; ",1,"500WH HTPP White 1.75in Sq",200-040-02,25,25,SF,100,CUTS,0.01717,0.01717,,430,181,000,,,
