"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",Quantity,UOM,Step,"Activity Code","Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080817CC2108,,1250,"HTPP 2in Sq; Width:6.00 FT; Length: 11.00 FT; Mesh Color: Blue; ; ; ; ",1,"1250BL HTPP Blue 2in Sq",209-045-04,66,SF,100,CUTS,0.085,,000,181,000,,,
