"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",Quantity,UOM,Step,"Activity Code","Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080317JM0758,,1250,"HTPP 2in Sq; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Yellow;  Sewn Border: MFP Braid 1/4in x 1000ft Yello;  Woven Border: Dyneema Braid 1/2in x 600ft Si; Addl: DNR900 Polyester Knit Mesh 3/8;  Addon: #2 Spur Eyelet & Washer Black",1,"DNR900 Polyester Knit Mesh 3/8",RPY38BKFR,25,SF,100,CUTS,0.02667,,000,181,181,,,
,080317JM0758,,1250,"HTPP 2in Sq; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Yellow;  Sewn Border: MFP Braid 1/4in x 1000ft Yello;  Woven Border: Dyneema Braid 1/2in x 600ft Si; Addl: DNR900 Polyester Knit Mesh 3/8;  Addon: #2 Spur Eyelet & Washer Black",1,"MFP Braid 1/4in x 1000ft Yellow",RMFPB025YL,20,FT,220,MLGO,0.1,,000,181,000,,,
,080317JM0758,,1250,"HTPP 2in Sq; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Yellow;  Sewn Border: MFP Braid 1/4in x 1000ft Yello;  Woven Border: Dyneema Braid 1/2in x 600ft Si; Addl: DNR900 Polyester Knit Mesh 3/8;  Addon: #2 Spur Eyelet & Washer Black",1,"2 Spur Eyelet  Washer Black Zinc",GMT-SP2-BK,5,EA,240,GRMT,0.33333,,000,181,000,,,
,080317JM0758,,1250,"HTPP 2in Sq; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Yellow;  Sewn Border: MFP Braid 1/4in x 1000ft Yello;  Woven Border: Dyneema Braid 1/2in x 600ft Si; Addl: DNR900 Polyester Knit Mesh 3/8;  Addon: #2 Spur Eyelet & Washer Black",1,"1250YL HTPP Yellow 2in Sq",209-045-05,25,SF,100,CUTS,0.01717,,000,181,000,,,
,080317JM0758,,1250,"HTPP 2in Sq; Width:5.00 FT; Length: 5.00 FT; Mesh Color: Yellow;  Sewn Border: MFP Braid 1/4in x 1000ft Yello;  Woven Border: Dyneema Braid 1/2in x 600ft Si; Addl: DNR900 Polyester Knit Mesh 3/8;  Addon: #2 Spur Eyelet & Washer Black",1,"Dyneema Braid 1/2in x 600ft Silver Grey",RDNB050SI,20,FT,239,WEAV,0.14286,,000,181,000,,,
