Proposal,120817CC1200,,,,
,,Line#,Product,Description,Quantity,"Special Instruction",Discount,"Total Cost"
,,1,CCN,"Cargo Climbing Net; Size: 4.41 FT x 3.33 FT; Material: RDNB050SI",5,,0,7931.38568
,,2,CCN,"Cargo Climbing Net; Size: 4.41 FT x 3.33 FT; Material: RPY3S050SD",7,,0,2437.69719
