"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Set up and Other Overhead Costs",SETU,0.25,1.5,,100,SETU,0.00556,0.03336,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"210/378 Ply Knotted Nylon FR, 7in Str x 60MD x 700ML Expanded Single Selvedge, Dyed Black and Bonded (575lb Bale)",120-089-06-25FR,743.66,4461.96,SF,120,CUTD,0.61974,3.71844,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"HTPP Polysteel 3 Strand 1/2in x 720ft BlackHTPP Polysteel 3 Strand 1/2in",RPS3S050BK,119.8199,718.9194,FT,180,CWS,0.83093,4.98558,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Metal Tag for Personnel Safety NetMetal Tag for Personnel Safety",MT-PSN,1,6,EA,190,ATT,0.03333,0.19998,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Short Double Loop Tag Clip for Metal Tag for Personnel Safety NetShort Double Loop Tag Clip for",TC-PSN,1,6,EA,190,ATT,0.03333,0.19998,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Snap Hook 120mm ZP",SH120ZP,46,276,EA,210,ASY,0.76667,4.60002,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Art No 2017G Black Plastic Thimble for Corner Attachment Please ship with Attachment Screws
Art No 2017G Black Plastic Thi",TMPSN,4,24,EA,220,DRIL,0.13333,0.79998,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Roll Windscreen 70% Black FR Size: 6m x 50m Roll Windscreen 70% Black FR",RWS5-6MBKFR,873.62,5241.72,SF,300,CUTS,0.57,3.42,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Webbing Polypropylene 3in Black
Webbing Polypropylene 3in Blac",WPP300BK,125.4,752.4,FT,440,MDBL,0.78375,4.7025,,181,181,000,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"2 Spur Long Barrel Eyelet  Washer Nickel2 Spur Long Barrel Eyelet  W",GMT-SP2,67,402,EA,450,GRMT,0.8375,5.025,,181,181,181,,,
,092817EM1209,,PSNCDLFR,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010 WS70 Debris Liner Attached Net Size: 38.00 FT x 19.00 FT Liner Size: 41.80 FT x 20.90 FT Serial #:",6,"Cable Tie 8in 120lb Black",TIE08,67,402,EA,600,ZIPT,0.067,0.402,,181,181,181,,,
