"Item code","Item Description","Product Line","Product Line Desc","Product Type","Product Type Desc","Procurement Type","Procurement Type Desc","Standard Unit Price","Standard Unit Cost","Standard Unit Of Measure","Primary VendorNo",Category1,Category2,Category3,Category4,"Inventory Cycle","Default Warehouse","Item Type",ShipWeight,UdfPurchDescript,BuyerCode,UdfPrevItemNum,"Imgage Location"
,,,,,,,,,,,,,,,,,N/A,N/A,,,,,N/A
