"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"820BK HTPP Black 2.5in Sq; MESH COUNT =190 x 13",218-060-06,108.3687,108.3687,SF,050,CUTS,0.20867,0.20867,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"Hog Ring 1-1/2in Galvanized",HR112G,70,70,EA,060,HOGR,0.23333,0.23333,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"Alum Ferrule 1/2in Soft Rope",AL1236,2,2,EA,070,FRP3,0.06667,0.06667,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"MFP Braid 1/4in x 1000ft Black",RPYB025BK,82.57167,82.57167,FT,080,MLGO,0.40083,0.40083,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"HTPP ProManila 3 Strand 1/2in x 600ft BlackHTPP ProManila 3 Strand 1/2in ;ROPE MARKING : 8 in - 1.29 ft - 37.50 ft - 2.58  ft - 37.50 ft - 1.29 ft | 8 in",RPS3S050BK,83.94157,83.94157,FT,200,CWS,0.58212,0.58212,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"1/2in x 2in x 3.25in Mild Steel with Two 3/8in x 2in Welded Threaded Rod
1/2in x 2in x 3.25in Mild Stee",BN-CABLUG-C,4,4,EA,899,PACK,0.06667,0.06667,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"3/8in x 77.0 ft Cable with thimbled eye/BN-CABLUG-C plate assy, braze other end $.36 / FT + $11.643/8in x77.0 ft Cable",CAB38BNC,2,2,EA,899,PACK,0.03333,0.03333,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"3/8 Cable Clamp",CC38G,6,6,EA,899,PACK,0.1,0.1,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"Epcon for Conrete BayNet Syste",EPCON,2,2,EA,899,PACK,0.03333,0.03333,,181,181,181,,,
,091517HL1121,,BNS38C,"BayNets Safety System 3/8in Concrete; Pit Size: 3.25 FT x 75.00 FT; Net Size: 2.58 FT x 37.50 FT; Number of Nets per Bay: 2;",1,"7/16 Hammer Drill Bit",HDB716,1,1,EA,899,PACK,0.01667,0.01667,,181,181,181,,,
