"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,082217JO1803,,EBA382.5GS,"3/8 x 2.5 Crosby Forged Eyebol;3/8 Flange Nut",1,"3/8 Flange Nut",FN38,1,1,EA,100,ASY,0,0,,430,181,430,,,
