"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",Quantity,UOM,Step,"Activity Code","Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080317EM0737,,4202,"#420 Knotless Nylon FR 7/8in S Width:7.00 FT Length: 13.00 FT Mesh Color: Black Sewn Border: HTPP ProManila Ultra-3 Woven Border: Dyneema Braid 3/8in x 600ft Si Addl: DNR900 Polyester Knit Mesh 3/8 ",1,"4202BK Knottless Nylon FR 7/8in Sq",420-022-06FR,116.8,CUTS,SF,100,,,000,181,000,,,
,080317EM0737,,4202,"#420 Knotless Nylon FR 7/8in S Width:7.00 FT Length: 13.00 FT Mesh Color: Black Sewn Border: HTPP ProManila Ultra-3 Woven Border: Dyneema Braid 3/8in x 600ft Si Addl: DNR900 Polyester Knit Mesh 3/8 ",1,"DNR900 Polyester Knit Mesh 3/8",RPY38BKFR,116.8,CUTS,SF,100,0.06213,,000,181,181,,,
,080317EM0737,,4202,"#420 Knotless Nylon FR 7/8in S Width:7.00 FT Length: 13.00 FT Mesh Color: Black Sewn Border: HTPP ProManila Ultra-3 Woven Border: Dyneema Braid 3/8in x 600ft Si Addl: DNR900 Polyester Knit Mesh 3/8 ",1,"HTPP ProManila Ultra-3
3 Strand 1/4in x 600ft Sand",RHT3S025SD,46.6,MLGO,FT,220,0.233,,000,181,000,,,
,080317EM0737,,4202,"#420 Knotless Nylon FR 7/8in S Width:7.00 FT Length: 13.00 FT Mesh Color: Black Sewn Border: HTPP ProManila Ultra-3 Woven Border: Dyneema Braid 3/8in x 600ft Si Addl: DNR900 Polyester Knit Mesh 3/8 ",1,"HTPP 1/4in x 1200ft  3 Strand",RHT3S025BK,46.6,MSMO,FT,200,0.233,,000,181,000,,,
