"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",Quantity,UOM,Step,"Activity Code","Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,4,EA,299,FRP7,0.17391,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,4,EA,299,FRP7,0.17391,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,2,EA,299,FRP7,0.08696,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,4,EA,299,FRP7,0.17391,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : 3/8"" -16 Threaded Stud",ALBJ6061,4,EA,299,FRP3,0.13333,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : 3/8"" -16 Threaded Stud",ALBJ6061,4,EA,299,FRP3,0.13333,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : 3/8"" -16 Threaded Stud",ALBJ6061,4,EA,299,FRP3,0.13333,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : 3/8"" -16 Threaded Stud",ALBJ6061,4,EA,299,FRP3,0.13333,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : 15/32 SS Shackle w/ Nylon Thimbled Loop",SHK15NSSS,2,EA,599,FRP3,0.002,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : 15/32 SS Shackle w/ Nylon Thimbled Loop",SHK15NSSS,2,EA,599,FRP3,0.002,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,4,EA,299,FRP7,0.17391,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,4,EA,299,FRP7,0.17391,,000,181,181,,,
,080817JR1101,,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : 15/32 SS Shackle w/ Nylon Thimbled Loop;    Term : 3/8"" -16 Threaded Stud;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,4,EA,299,FRP7,0.17391,,000,181,181,,,
