"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes,"Ship Weight","Material Cost","Labor Cost"
,103017BS2149,,NF16mm,"16mm Netform;Rope: 16mm Hercules Rope Black;Mesh Size: N/A;;Joint Color:Black",1,"16mm Hercules Rope Black",RNF16BK,0.021,0.021,M,140,CUTL,0.13333,0.13333,,430,000,000,,,,0.71,999999999,999999999
