"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"820BK HTPP Black 2.5in Sq (Length=   16.00 FT, Width=   2.33 FT, Area =    41.15 SF, Mesh Count=  81 x   12)",218-060-06,41.14667,41.14667,SF,050,CUTS,0.05067,0.05067,,000,181,000,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"Alum Ferrule 1/2in Soft Rope",AL1236,2,2,EA,050,FRP3,0.06667,0.06667,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"Hog Ring 1-1/2in Galvanized",HR112G,35,35,EA,050,HOGR,0.11667,0.11667,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"HTPP ProManila 3 Strand 1/2in x 600ft BlackHTPP ProManila 3 Strand 1/2in",RPS3S050BK,37.99667,37.99667,FT,200,CWS,0.2714,0.2714,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"Polyester Braid 1/4in x 1000ft BlackPolyester Braid 1/4in x 1000ft",RPYB025BK,36.66667,36.66667,FT,200,MLGO,0.18333,0.18333,,000,181,000,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"1/2in x 2in x 3.25in Mild Steel with Two 5/8in Drill Thrus1/2in x 2in x 3.25in Mild Stee",BN-CABLUG,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"3/8in x 20ft 7x19 GAC w/ Thimble Eye and Plate Assy, Tape other End3/8in x 20ft 7x19 GAC w/ Thimb",CAB3820BN,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"3/8 Cable Clamp",CC38G,6,6,EA,899,PACK,0.1,0.1,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"Pad Eye 3/8 Weldable
3/4"" I.D.Pad Eye 3/8 Weldable",PE38F,6,6,EA,899,PACK,0.1,0.1,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"Quicklink 10mm ZP",QL10ZP,30,30,EA,899,PACK,0.5,0.5,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"Snap Hook 80mm ZP",SH080ZP,8,8,EA,899,PACK,0.13333,0.13333,,000,181,000,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"Snap Hook 120mm ZP",SH120ZP,4,4,EA,899,PACK,0.06667,0.06667,,000,181,181,,,
,083017JM1402,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 16.00 FT x 3.00 FT ; Net Size 16.00 FT x    2.33 FT;Pending Customer Review",1,"1/2 x 6 Jaw  Eye Turnbuckle",TB126G,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
