"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,082117JO1043,,1250,"HTPP 2in Sq;Width:22.00 FT; Length: 33.00 FT; Mesh Color: Color: TBD;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",41,"Set up and Other Overhead Costs",SETU,0.25,10.25,HR,999,SETU,2.44444,100.22204,,430,181,181,,,
,082117JO1043,,1250,"HTPP 2in Sq;Width:22.00 FT; Length: 33.00 FT; Mesh Color: Color: TBD;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",41,"DNR900 Black 1/4in Polyester K",RPY14BKFR,726,29766,SF,100,CUTS,0.14667,6.01347,,430,181,181,,,
,082117JO1043,,1250,"HTPP 2in Sq;Width:22.00 FT; Length: 33.00 FT; Mesh Color: Color: TBD;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",41,"HTPP 1/4in x 1200ft  3 Strand",RHT3S025BK,110,4510,FT,220,MLGO,0.55,22.55,,430,181,000,,,
,082117JO1043,,1250,"HTPP 2in Sq;Width:22.00 FT; Length: 33.00 FT; Mesh Color: Color: TBD;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",41,"1250WH HTPP White 2in Sq",209-045-02,726,29766,SF,100,CUTS,0.18966,7.77606,,430,181,000,,,
,082117JO1043,,1250,"HTPP 2in Sq;Width:22.00 FT; Length: 33.00 FT; Mesh Color: Color: TBD;Sewn Border: HTPP 1/4in x 1200ft  3 Strand;Woven Border: Dyneema Braid 3/8in x 600ft Si;Addl: DNR900 Black 1/4in Polyester K;",41,"Dyneema Braid 3/8in x 600ft Silver Grey",RDNB037SI,110,4510,FT,239,WEAV,0.78571,32.21411,,430,181,000,,,
