"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Set up and Other Overhead Costs",SETU,0.25,0.25,,100,SETU,0.00556,0.00556,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"210/378 Ply Knotted Nylon FR, 7in Str x 60MD x 700ML Expanded Single Selvedge, Dyed Black and Bonded (575lb Bale)",120-089-06-25FR,92.7,92.7,SF,120,CUTD,0.0515,0.0515,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"HTPP Polysteel 3 Strand 1/2in x 720ft BlackHTPP Polysteel 3 Strand 1/2in",RPS3S050BK,62.30985,62.30985,FT,180,CWS,0.28807,0.28807,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Metal Tag for Personnel Safety NetMetal Tag for Personnel Safety",MT-PSN,1,1,EA,190,ATT,0.03333,0.03333,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Short Double Loop Tag Clip for Metal Tag for Personnel Safety NetShort Double Loop Tag Clip for",TC-PSN,1,1,EA,190,ATT,0.03333,0.03333,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Snap Hook 120mm ZP",SH120ZP,18,18,EA,210,ASY,0.3,0.3,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Art No 2017G Black Plastic Thimble for Corner Attachment Please ship with Attachment Screws
Art No 2017G Black Plastic Thi",TMPSN,4,4,EA,220,DRIL,0.13333,0.13333,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Roll Windscreen 70% Black FR Size: 3m x 50m Roll Windscreen 70% Black FR",RWS5-3MBKFR,108.9,108.9,SF,300,CUTS,0,0,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Webbing Polypropylene 3in Black
Webbing Polypropylene 3in Blac",WPP300BK,62.7,62.7,FT,440,MDBL,0.26125,0.26125,,181,181,000,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"2 Spur Long Barrel Eyelet  Washer Nickel2 Spur Long Barrel Eyelet  W",GMT-SP2,25,25,EA,450,GRMT,0.3125,0.3125,,181,181,181,,,
,092217EM1402,,PSNCDL,"Custom Personnel Safety Net 3-1/2in Dupont Nylon Mesh, 1/2in HTPP Steel Line Rope Border and Hooks per ANSI A10.11-2010
WS70 Debris Liner Attached; Net Size: 15.00 FT x 4.00 FT ;Liner Size: 16.50 FT x 4.40 FT",1,"Cable Tie 8in 120lb Black",TIE08,25,25,EA,600,ZIPT,0.025,0.025,,181,181,181,,,
