"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081417JR0913,,ROCBLOC-5K,"5K RocBloc; Width:5.00 FT; Length: 35.00 FT; Mesh Color: Black; ",1,"DNR900 Polyester Knit Mesh 3/8",RPY38BKFR,175,175,SF,100,CUTS,0.10667,0.10667,,000,181,181,,,
,081417JR0913,,ROCBLOC-5K,"5K RocBloc; Width:5.00 FT; Length: 35.00 FT; Mesh Color: Black; ",1,"820BK HTPP Black 2.5in Sq",218-060-06,175,175,SF,100,CUTS,0.10667,0.10667,,000,181,000,,,
