"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,072817BS1533,,1250,"HTPP 2in Sq; Width:4.00 FT; Length: 5.00 FT; Mesh Color: Color: TBD; ; ; ; ",1,"1250WH HTPP White 2in Sq",209-045-02,20,20,SF,100,CUTS,0.03103,0.03103,,430,181,000,,,
