"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080317JR1325,210434-16,NF16mm,"16mm Netform; Rope: 16mm Hercules Rope Black  7.05  FT; Mesh Size: N/A; ;  Joint Color:Black",1,"16mm Hercules Rope Black",RNF16BK,2.1492,2.1492,M,140,CUTL,0.13333,0.13333,,000,181,181,,,
