"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081417JG1304,,NF18mm,"18mm Netform; Rope Color : TBD;Mesh Size: N/A; ; ",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,1.111,1.111,M,140,CUTP,0.13333,0.13333,,000,181,181,,,
