"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"BDZ 69 Polyester Black 1111 Bo",THPY69BK,29,8700,FT,567,SEWT,0.0725,21.75,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"BDZ 69 Polyester Black 1111 Bo",THPY69BK,29,8700,FT,567,SEWT,0.0725,21.75,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"BDZ 69 Polyester Black 1111 Bo",THPY69BK,29,8700,FT,567,SEWT,0.0725,21.75,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"Twine 84 Polyester Black
5lb Spool @ 1030ft",TW84PYBK,29,8700,FT,200,MSMO,0.06444,19.332,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"500BKFR HTPP Black 1.75in Sq FR
",200-040-06FR,48.8761,14662.83,SF,100,CUTS,0.02489,7.467,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"Twine 84 Polyester Black
5lb Spool @ 1030ft",TW84PYBK,29,8700,FT,200,MSMO,0.06444,19.332,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"500BKFR HTPP Black 1.75in Sq FR
",200-040-06FR,48.8761,14662.83,SF,100,CUTS,0.02489,7.467,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"500BKFR HTPP Black 1.75in Sq FR
",200-040-06FR,48.8761,14662.83,SF,100,CUTS,0.02489,7.467,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq Width:5.33 FT Length: 9.17 FT Mesh Color: Black Sewn Border: Twine 84 Polyester Black ",300,"Twine 84 Polyester Black
5lb Spool @ 1030ft",TW84PYBK,29,8700,FT,200,MSMO,0.06444,19.332,,000,181,000,,,
,080817BS0151,,500,"HTPP 1.75in Sq; Width:5.33 FT; Length: 9.17 FT; Mesh Color: Black;  Sewn Border: Twine 84 Polyester Black; ; ; ",1000,"Twine 84 Polyester Black
5lb Spool @ 1030ft",TW84PYBK,29,29000,FT,200,MSMO,0.06444,64.44,,000,181,000,,,
