"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,0.94085,0.94085,M,140,CUTP,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",H438-18,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1,"3/8 Inch Lifting Eye",H438-18,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1,"3/8 Inch Lifting Eye",LEN38SS,1,1,EA,299,ASY,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1,"3/8 Inch Lifting Eye",TM12NY,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",TM12NYH,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",SHK15NSSS,1,1,EA,599,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,0.96335,0.96335,M,140,CUTP,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",H438-18,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",H438-18,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",TM12NYH,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",TM12NYH,1,1,EA,299,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",SHK15NSSS,1,1,EA,599,FRP3,0,0,,000,181,181,,,
,071217JR1326,313260,NF18mm,"18mm Netform [NF18mm]",1," 15/32 SS Shackle w/ Nylon Thimbled Loop",SHK15NSSS,1,1,EA,599,FRP3,0,0,,000,181,181,,,
