"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081817JG1026,,ROCBLOC-10K,"10K RocBloc; Width:15.00 FT; Length: 15.00 FT; Mesh Color: Sand; ",1,"Webbing Polypropylene 2in Red",WPP200RD,26.6624,26.6624,FT,100,MSND,0.375,0.375,,000,181,181,,,
,081817JG1026,,ROCBLOC-10K,"10K RocBloc; Width:15.00 FT; Length: 15.00 FT; Mesh Color: Sand; ",1,"820SD HTPP Sand 2.5in Sq",212-060-08,225,225,SF,100,CUTS,0.08,0.08,,000,181,000,,,
