"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,100317EM1346,,ROCBLOC-5K,"5K RocBloc; Width:15.00 FT; Length: 24.00 FT; Mesh Color: Black; ",1,"820BK HTPP Black 2.5in Sq",218-060-06,370.8,370.8,SF,100,CUTS,0.104,0.104,,181,181,181,,,
,100317EM1346,,ROCBLOC-5K,"5K RocBloc; Width:15.00 FT; Length: 24.00 FT; Mesh Color: Black; ",1,"Roll Windscreen 70% Black FR Size: 6m x 50m Roll Windscreen 70% Black FR",RWS5-6MBKFR,370.8,370.8,SF,100,CUTS,0.39,0.39,,181,181,181,,,
,100317EM1346,,ROCBLOC-5K,"5K RocBloc; Width:15.00 FT; Length: 24.00 FT; Mesh Color: Black; ",1,"Webbing Polypropylene 3in Blac",WPP300BK,80.34,80.34,FT,200,MDBL,0.4875,0.4875,,181,181,000,,,
,100317EM1346,,ROCBLOC-5K,"5K RocBloc; Width:15.00 FT; Length: 24.00 FT; Mesh Color: Black; ",1,"2 Spur Long Barrel Eyelet  Washer Nickel2 Spur Long Barrel Eyelet  W",GMT-SP2,40,40,EA,240,GRMT,0.975,0.975,,181,181,181,,,
,100317EM1346,,ROCBLOC-5K,"5K RocBloc; Width:15.00 FT; Length: 24.00 FT; Mesh Color: Black; ",1,"BDZ 138 Polyester Black 1111 B",THPY138BK,80.34,80.34,FT,567,SEWT,0.195,0.195,,181,181,000,,,
,100317EM1346,,ROCBLOC-5K,"5K RocBloc; Width:15.00 FT; Length: 24.00 FT; Mesh Color: Black; ",1,"138 Polyester Bobbins",BBPY138UBK,2,2,EA,567,SEWT,0,0,,181,181,000,,,
