"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"18mm Hercules Rope Blue - Fiber Core",RNF18BL-FC,2.863,2.863,M,140,CUTP,0,0,,000,181,000,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"18mm Hercules Rope Blue - Fiber Core",RNF18BL-FC,2.7786,2.7786,M,140,CUTP,0,0,,000,181,000,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",H438-18,2,2,EA,299,FRP3,0,0,,000,181,181,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",H438-18,2,2,EA,299,FRP3,0,0,,000,181,181,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",H438-18,2,2,EA,299,FRP3,0,0,,000,181,181,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",H438-18,2,2,EA,299,FRP3,0,0,,000,181,181,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",TM12NYH,2,2,EA,299,FRP3,0,0,,000,181,181,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",TM12NYH,2,2,EA,299,FRP3,0,0,,000,181,181,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",TM12NYH,2,2,EA,299,FRP3,0,0,,000,181,181,,,
,072117JR0850,178207,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Blue - Fiber Core  9.12  FT;  Rope: 18mm Hercules Rope Blue - Fiber Core  9.39  FT; Mesh Size: N/A;   Term : Huck Nylon Thimbled Loop; ",1,"Term : Huck Nylon Thimbled Loop",TM12NYH,2,2,EA,299,FRP3,0,0,,000,181,181,,,
