"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"820BK HTPP Black 2.5in Sq (MeshCount=20 x 17)",218-060-06,15.30443,15.30443,SF,050,CUTS,0.02133,0.02133,,000,181,000,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"Alum Ferrule 1/2in Soft Rope",AL1236,2,2,EA,060,FRP3,0.06667,0.06667,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"Hog Ring 1-1/2in Galvanized",HR112G,17,17,EA,070,HOGR,0.05667,0.05667,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"Polyester Braid 1/4in x 1000ft BlackPolyester Braid 1/4in x 1000ft",RPYB025BK,15.10667,15.10667,FT,200,MLGO,0.07333,0.07333,,000,181,000,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"HTPP ProManila 3 Strand 1/2in x 600ft BlackHTPP ProManila 3 Strand 1/2in",RPS3S050BK,16.47657,16.47657,FT,210,CWS,0.11426,0.11426,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"1/2in x 2in x 3.25in Mild Steel with Two 5/8in Drill Thrus1/2in x 2in x 3.25in Mild Stee",BN-CABLUG,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"3/8in x 20ft 7x19 GAC w/ Thimble Eye and Plate Assy, Tape other End3/8in x 20ft 7x19 GAC w/ Thimb",CAB3820BN,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"3/8 Cable Clamp",CC38G,6,6,EA,899,PACK,0.1,0.1,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"Pad Eye 3/8 Weldable
3/4"" I.D.Pad Eye 3/8 Weldable",PE38F,4,4,EA,899,PACK,0.06667,0.06667,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"Quicklink 10mm ZP",QL10ZP,12,12,EA,899,PACK,0.2,0.2,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"Snap Hook 80mm ZP",SH080ZP,6,6,EA,899,PACK,0.1,0.1,,000,181,000,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"Snap Hook 120mm ZP",SH120ZP,4,4,EA,899,PACK,0.06667,0.06667,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"1/2 x 6 Jaw  Eye Turnbuckle",TB126G,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
,091217JG1005,,BNS38,"BayNets Safety System 3/8in Standard; Pit Size: 4.00 FT x 4.00 FT; Net Size: 3.33 FT x 4.00 FT; Number of Nets per Bay: 1;",1,"3/8 Galv Thimble",TM38G,2,2,EA,899,PACK,0.03333,0.03333,,000,181,181,,,
