"Sage Order#","Proposal Number",Tag#,Product,"Product Description","# of Nets","Item Description","Item Code",QuantityPerNet,TotalQuantity,UOM,Step,"Activity Code","Expected Labor Time","Total Expected Labor Time","Actual Labor Time","Shipping Location","Product Location","Inventory Location","Expected Shipping Date",LOT,Notes
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,23,23,EA,299,FRP7,1,1,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,15.0774,15.0774,M,140,CUTP,1.18331,1.18331,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Clevis/Fork Termination w/ M10 Pin",LN38SS,7,7,EA,299,FRP5,0.007,0.007,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Clevis/Fork Termination w/ M10 Pin",SC381.75SS,7,7,EA,299,FRP5,0.007,0.007,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H438-18-VPS,23,23,EA,299,FRP6,0.00962,0.00962,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Clevis/Fork Termination w/ M10 Pin",AL6061F-18,7,7,EA,299,FRP5,0.16667,0.16667,,000,181,000,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Clevis/Fork Termination w/ M10 Pin",LN38SS,7,7,EA,299,FRP5,0.007,0.007,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"18mm Hercules Rope Black - Fiber Core",RNF18BK-FC,15.0774,15.0774,M,140,CUTP,1.18331,1.18331,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Term : Huck Aluminum T",H445-18-VP,23,23,EA,299,FRP7,1,1,,000,181,181,,,
,081117JR1148,210782-Alternative,NF18mm,"18mm Netform; Rope: 18mm Hercules Rope Black - Fiber Core;Mesh Size: N/A;   Term : Clevis/Fork Termination w/ M10 Pin;    Term : Huck Aluminum T;  Joint Color:Black",1,"Aluminum Knot-Ball 18mm 400/box",H444-18-VP,4,4,EA,299,FRP8,0.17391,0.17391,,000,181,181,,,
